"","X","street_address","wam_age","wam_income","ttl_value","ttl_population","ttl_white","ttl_black","ttl_asian","ttl_hispanic","ttl_other","statefp","countyfp","countyns","affgeoid","geoid","name","namelsad","stusps","state_name","lsad","aland","awater","state_abbr","jurisdiction_type","geometry"
"111",111,"10100 Canal Xing",41.4151377878445,61463.9494403705,2649,583166,387084,118359,12433,49872,15418,"13","127","01671513","0500000US13127","13127","Glynn","Glynn County","GA","Georgia","06",1086851231,429107116,"GA","state",c(-81.495957, 31.231831)
"112",112,"1011 Martin Luther King Jr Dr",34.6068181818182,30093.8,44,11116,5317,5044,12,556,187,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.901062, 32.517261)
"113",113,"1011 Martin Luther King Jr Dr",37.987037037037,41861.3333333333,54,19897,11515,7241,344,353,444,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.901147, 32.527018)
"114",114,"1011 Noah Dr",43.3502645502645,64496.2413162706,567,140946,115531,8225,1983,10039,5168,"13","227","01673011","0500000US13227","13227","Pickens","Pickens County","GA","Georgia","06",601031041,1690669,"GA","state",c(-84.462552, 34.473438)
"115",115,"10117 Eighth Division Rd",34.1629508196721,60661.2975778547,305,145206,85716,39315,3514,10281,6380,"13","053","00351012","0500000US13053","13053","Chattahoochee","Chattahoochee County","GA","Georgia","06",644225830,6277089,"GA","state",c(-84.860134, 32.371132)
"116",116,"1012 Pine St",40.0261818181818,64266.8072727273,275,209558,136094,43586,9134,15870,4874,"13","093","00351608","0500000US13093","13093","Dooly","Dooly County","GA","Georgia","06",1016908646,12141885,"GA","state",c(-83.741746, 32.24891)
"117",117,"1012 Senoia Rd",42.8525925925926,91132.4814814815,135,56265,36601,10465,3565,4313,1321,"13","113","01687740","0500000US13113","13113","Fayette","Fayette County","GA","Georgia","06",503907543,12814102,"GA","state",c(-84.589438, 33.479934)
"118",118,"10122 Blue Ridge Dr",46.3661870503597,57094.4748201439,139,72225,57568,6850,1071,5208,1528,"13","111","00351094","0500000US13111","13111","Fannin","Fannin County","GA","Georgia","06",1002597521,13473582,"GA","state",c(-84.32277, 34.874753)
"119",119,"10125 Alcovy Rd",38.0442546583851,70241.982428115,644,364991,208079,110918,8400,28560,9034,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.842855, 33.617528)
"120",120,"10125 Highway 301",43.5797752808989,51516.6179775281,89,21344,19652,585,21,195,891,"13","083","00347465","0500000US13083","13083","Dade","Dade County","GA","Georgia","06",450584680,488463,"GA","state",c(-85.593283, 34.93051)
"121",121,"10131 Veterans Memorial Hwy SW",36.5983425414365,59956.4419889503,181,96539,34692,45881,1503,12040,2423,"13","097","01686467","0500000US13097","13097","Douglas","Douglas County","GA","Georgia","06",518355012,2423527,"GA","state",c(-84.641027, 33.799097)
"122",122,"10141 Commerce Rd",40.4325301204819,57911.1987951807,166,72964,55101,8456,1223,6427,1757,"13","157","00349570","0500000US13157","13157","Jackson","Jackson County","GA","Georgia","06",879711015,8858787,"GA","state",c(-83.406736, 34.048711)
"123",123,"1015 Claxton Dairy Rd",40.1363157894737,45983.9578947368,190,48554,28872,16248,1092,1276,1066,"13","175","00346568","0500000US13175","13175","Laurens","Laurens County","GA","Georgia","06",2090990042,28838468,"GA","state",c(-82.925519, 32.549265)
"124",124,"1015 Highway 155 S",39.7184210526316,68520.5368421053,190,116687,54604,47120,2630,8557,3776,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.166548, 33.407569)
"125",125,"1015 Norcross Industrial Ct",39.0016393442623,80327.5737704918,61,57177,38837,7894,6742,1618,2086,"13","135","01688166","0500000US13135","13135","Gwinnett","Gwinnett County","GA","Georgia","06",1115653877,15611813,"GA","state",c(-84.202594, 33.949484)
"126",126,"1016 N Glenwood Ave",40.1210526315789,39419.8421052632,19,6504,3214,213,32,3045,0,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-84.962171, 34.787191)
"127",127,"1016 W Japonica Ave",40.6,43566,8,2657,2233,293,71,53,7,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-83.866837, 31.011877)
"128",128,"1017 N Peachtree Pkwy",42.4231065468549,95491.6077922078,779,250703,123734,97569,5525,18049,5826,"13","113","01687740","0500000US13113","13113","Fayette","Fayette County","GA","Georgia","06",503907543,12814102,"GA","state",c(-84.588382, 33.439267)
"129",129,"1017 S Main St",43.4941176470588,43629.8235294118,34,10165,5024,4023,65,761,292,"13","251","00350204","0500000US13251","13251","Screven","Screven County","GA","Georgia","06",1672556593,26135835,"GA","state",c(-81.630857, 32.739943)
"130",130,"10176 Alcovy Rd",39.2301886792453,67938.8529411765,106,65773,32324,27124,928,3326,2071,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.841029, 33.617984)
"131",131,"1019 Highway 20 81",38.0977366255144,70037.2191069574,972,500586,293956,126717,14883,50026,15004,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.17831, 33.430372)
"132",132,"102 Atlantic Ave",38.711811023622,54188.4960629921,127,43950,34157,5811,1244,1966,772,"13","143","00350637","0500000US13143","13143","Haralson","Haralson County","GA","Georgia","06",730804593,2616531,"GA","state",c(-85.148454, 33.719468)
"133",133,"102 Court Sq",40.3991935483871,41036.685483871,124,37394,25658,7126,558,3014,1038,"13","065","00351285","0500000US13065","13065","Clinch","Clinch County","GA","Georgia","06",2110829175,23303279,"GA","state",c(-82.748503, 31.036945)
"134",134,"102 E Railroad St",41.5863636363636,39044.0454545455,44,8610,4232,3529,0,693,156,"13","193","00346957","0500000US13193","13193","Macon","Macon County","GA","Georgia","06",1037709945,13841916,"GA","state",c(-84.029215, 32.300235)
"135",135,"102 Highway 83",40.8597633136095,63128.4911242604,169,60234,41205,14005,1564,2144,1316,"13","297","00351264","0500000US13297","13297","Walton","Walton County","GA","Georgia","06",846461373,8234387,"GA","state",c(-83.609691, 33.785122)
"136",136,"102 Lisa St",36.1768072289157,65972.3524096386,332,98345,68660,19051,1542,5602,3490,"13","103","00350219","0500000US13103","13103","Effingham","Effingham County","GA","Georgia","06",1240161595,10552453,"GA","state",c(-81.225563, 32.272685)
"137",137,"102 Park Ave SE",38.3902040816327,47797.5918367347,245,49801,36813,7523,524,3700,1241,"13","115","00353665","0500000US13115","13115","Floyd","Floyd County","GA","Georgia","06",1320404595,22414013,"GA","state",c(-85.174816, 34.186676)
"138",138,"102 Poplar Street",41.6471153846154,42235.7884615385,208,56459,41412,10037,318,3517,1175,"13","167","00346664","0500000US13167","13167","Johnson","Johnson County","GA","Georgia","06",784815230,9256633,"GA","state",c(-82.589687, 32.530863)
"139",139,"102 Princeton Blvd",40.2229916897507,68355.4154727794,361,235364,180700,22156,5767,20296,6445,"13","015","00351604","0500000US13015","13015","Bartow","Bartow County","GA","Georgia","06",1188568883,27370205,"GA","state",c(-84.914819, 34.375799)
"140",140,"102 S Main St",44.5728813559322,48170.2727272727,59,21230,14896,4522,877,538,397,"13","163","00345714","0500000US13163","13163","Jefferson","Jefferson County","GA","Georgia","06",1363771357,8059597,"GA","state",c(-82.388597, 33.20789)
"141",141,"102 Spring Ln",40.4491379310345,41024.05,232,52787,36729,11057,328,4051,622,"13","209","00352276","0500000US13209","13209","Montgomery","Montgomery County","GA","Georgia","06",624563058,9191488,"GA","state",c(-82.594453, 32.178599)
"142",142,"102 W 37th St",37.0504201680672,73252.4695652174,119,55059,32395,13132,2104,5921,1507,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.10139, 32.057708)
"143",143,"1020 Baker Hwy E",38.116091954023,39911.8514056225,261,65554,39554,16762,728,7523,987,"13","069","00347456","0500000US13069","13069","Coffee","Coffee County","GA","Georgia","06",1533972030,26884091,"GA","state",c(-82.830136, 31.495116)
"144",144,"1020 E. E. Butler Pkwy.",38.6799748110831,66143.9104193138,1588,698022,458126,92248,30451,100263,16934,"13","139","01686953","0500000US13139","13139","Hall","Hall County","GA","Georgia","06",1017833590,93989123,"GA","state",c(-83.811221, 34.286795)
"145",145,"10200 Old Federal Rd",40.6771626297578,54890.8892733564,293,117628,88541,15637,1745,9334,2371,"13","119","00349324","0500000US13119","13119","Franklin","Franklin County","GA","Georgia","06",676893233,12732649,"GA","state",c(-83.320649, 34.348122)
"146",146,"10200 Old Federal Rd",38.0182481751825,57557.2506265664,415,203370,125762,44399,7500,19752,5957,"13","119","00349324","0500000US13119","13119","Franklin","Franklin County","GA","Georgia","06",676893233,12732649,"GA","state",c(-83.320996, 34.348188)
"147",147,"1020B S Laurel St",34.96,58617.4,20,18401,13869,2953,82,853,644,"13","103","00350219","0500000US13103","13103","Effingham","Effingham County","GA","Georgia","06",1240161595,10552453,"GA","state",c(-81.303674, 32.356386)
"148",148,"1021 Mize Rd",42.5223946784922,57769.6349206349,451,172649,136023,19265,3984,9182,4195,"13","257","00350028","0500000US13257","13257","Stephens","Stephens County","GA","Georgia","06",463254409,13035162,"GA","state",c(-83.32107, 34.552691)
"149",149,"1021 S West St",41.3161585365854,46264.0304878049,328,57026,28951,22954,430,3647,1044,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.576123, 30.893951)
"150",150,"10226 Old Federal Rd",39.1770597738288,59708.2201986755,1238,677636,404884,147513,21187,84797,19255,"13","119","00349324","0500000US13119","13119","Franklin","Franklin County","GA","Georgia","06",676893233,12732649,"GA","state",c(-83.322311, 34.347448)
"151",151,"1023 Sandy Plains Rd",38.4985436893204,76300.0825242718,206,110173,67515,24575,3373,11355,3355,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.523306, 33.995209)
"152",152,"1024 US Highway 80 E",38.6140271493213,59679.8894009217,221,156732,98012,36463,3202,13784,5271,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.23066, 32.10909)
"153",153,"10244 Highway 72 W",39.3235294117647,55202.5441176471,68,27869,20981,3793,320,2049,726,"13","195","01688004","0500000US13195","13195","Madison","Madison County","GA","Georgia","06",731214552,8448220,"GA","state",c(-83.293634, 34.015323)
"154",154,"1025 Chastain Rd NW",38.2811740890688,79274.6510204082,494,333815,214117,67347,12398,31148,8805,"13","067","01686112","0500000US13067","13067","Cobb","Cobb County","GA","Georgia","06",880026860,12347127,"GA","state",c(-84.580259, 34.031798)
"155",155,"1025 N Highland Ave NE",37.9925373134328,128045.044776119,67,34372,19585,8333,3356,2126,972,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.354101, 33.782588)
"156",156,"1025 N Highland Ave NE",39.7,73668,8,3838,3163,59,278,315,23,"13","121","01694833","0500000US13121","13121","Fulton","Fulton County","GA","Georgia","06",1364133162,19666288,"GA","state",c(-84.35417, 33.782645)
"157",157,"1026 Golden Isles Hwy",39.5851351351351,46523.5810810811,74,25504,17039,6501,168,1192,604,"13","023","00347451","0500000US13023","13023","Bleckley","Bleckley County","GA","Georgia","06",559106468,8441079,"GA","state",c(-83.378955, 32.445991)
"158",158,"10260 Sr 36",36.9600775193799,60259.9426229508,258,113140,57543,43125,1714,7616,3142,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.849984, 33.570003)
"159",159,"1027 Horse Creek Rd SW",39.6021929824561,63449.1710526316,228,201021,114429,38110,8206,31799,8477,"13","191","00356886","0500000US13191","13191","McIntosh","McIntosh County","GA","Georgia","06",1117201986,369164686,"GA","state",c(-81.446944, 31.395229)
"160",160,"1027 Horse Creek Rd SW",44.3,74644.6788990826,109,108617,65987,12839,5418,20731,3642,"13","191","00356886","0500000US13191","13191","McIntosh","McIntosh County","GA","Georgia","06",1117201986,369164686,"GA","state",c(-81.446961, 31.395242)
"161",161,"1027 Marietta Rd",35.7727272727273,64870.3636363636,11,7367,5883,568,54,799,63,"13","057","01685718","0500000US13057","13057","Cherokee","Cherokee County","GA","Georgia","06",1090597331,34427734,"GA","state",c(-84.501997, 34.218867)
"162",162,"1027 Merchants Dr",37.9595744680851,54829.9574468085,47,26197,17535,5960,194,1120,1388,"13","223","00349912","0500000US13223","13223","Paulding","Paulding County","GA","Georgia","06",808983871,5212122,"GA","state",c(-84.819289, 33.912018)
"163",163,"1029 N Davis Dr",27.6,39404,6,2123,1178,746,9,25,165,"13","153","01671693","0500000US13153","13153","Houston","Houston County","GA","Georgia","06",973954137,9990192,"GA","state",c(-83.613146, 32.647902)
"164",164,"103 Durham St",36.0282608695652,79451.3260869565,46,47891,34196,9400,420,2847,1028,"13","223","00349912","0500000US13223","13223","Paulding","Paulding County","GA","Georgia","06",808983871,5212122,"GA","state",c(-84.859379, 33.919087)
"165",165,"103 Veterans Pkwy S",37.388829787234,49067.2127659574,188,92420,57337,21225,2070,10094,1694,"13","071","00343936","0500000US13071","13071","Colquitt","Colquitt County","GA","Georgia","06",1416818773,24869747,"GA","state",c(-83.761073, 31.175795)
"166",166,"103 W Central Ave",39.1004854368932,43307.8823529412,206,37014,21561,11286,661,2337,1169,"13","017","00351606","0500000US13017","13017","Ben Hill","Ben Hill County","GA","Georgia","06",647802123,9814374,"GA","state",c(-83.254769, 31.715416)
"167",167,"1030 Barnesville St",42.175641025641,46189.3571428571,78,31005,20255,8896,52,1280,522,"13","293","00346759","0500000US13293","13293","Upson","Upson County","GA","Georgia","06",837774876,10585407,"GA","state",c(-84.313894, 32.894971)
"168",168,"1030 E Shotwell St",41.6196721311475,40585.7704918033,61,16469,8916,6121,35,1060,337,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.561846, 30.903603)
"169",169,"1030 E Shotwell St",40.6937062937063,45526.0909090909,143,33516,18186,12835,117,1829,549,"13","087","00352234","0500000US13087","13087","Decatur","Decatur County","GA","Georgia","06",1546842840,67154651,"GA","state",c(-84.561833, 30.903621)
"170",170,"1030 Highway 42 N",37.8205882352941,80493.0294117647,34,32811,14260,14414,647,2449,1041,"13","151","01671894","0500000US13151","13151","Henry","Henry County","GA","Georgia","06",825449018,20273034,"GA","state",c(-84.162245, 33.474431)
"171",171,"1031 Alabama Ave S",38.4870009285051,53809.6310772164,1077,242096,168881,44801,4289,18091,6034,"13","143","00350637","0500000US13143","13143","Haralson","Haralson County","GA","Georgia","06",730804593,2616531,"GA","state",c(-85.15092, 33.694687)
"172",172,"1031 Ga 100 S",41.7450980392157,68190.4767676768,510,241608,177121,32475,6829,19383,5800,"13","143","00350637","0500000US13143","13143","Haralson","Haralson County","GA","Georgia","06",730804593,2616531,"GA","state",c(-85.261382, 33.687229)
"173",173,"1031 Jordan Dr",39.1663983903421,66980.8985801217,497,256428,179942,47519,5890,17307,5770,"13","219","00356774","0500000US13219","13219","Oconee","Oconee County","GA","Georgia","06",477443088,5264894,"GA","state",c(-83.443327, 33.919502)
"174",174,"10317 US Highway 84 E",40.4844155844156,55108.3031914894,385,131582,82593,28502,2006,15168,3313,"13","275","00343835","0500000US13275","13275","Thomas","Thomas County","GA","Georgia","06",1410592606,19645695,"GA","state",c(-83.940463, 30.835562)
"175",175,"1032 Ga 142",41.1229508196721,68682.1967213115,61,34015,22531,8975,193,1916,400,"13","217","01673547","0500000US13217","13217","Newton","Newton County","GA","Georgia","06",709148422,13974069,"GA","state",c(-83.770688, 33.573849)
"176",176,"10325 Abercorn St",33.4946428571429,57972.8392857143,168,108879,56465,36086,3028,8158,5142,"13","051","01694477","0500000US13051","13051","Chatham","Chatham County","GA","Georgia","06",1121772804,509852786,"GA","state",c(-81.131216, 31.989333)
"177",177,"10335 Tara Blvd",34.623869801085,61094.1530054645,553,272651,64536,165753,9652,24283,8427,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.337406, 33.473027)
"178",178,"1035 E Franklin St",43.6411192214112,49132.8045112782,822,189893,135180,32087,6507,12043,4076,"13","147","01687995","0500000US13147","13147","Hart","Hart County","GA","Georgia","06",601970613,63521436,"GA","state",c(-82.911648, 34.355142)
"179",179,"1035 Lake Oconee Pkwy",46.8180616740088,70498.6533333333,454,163143,118086,28517,4478,9157,2905,"13","237","00347246","0500000US13237","13237","Putnam","Putnam County","GA","Georgia","06",892721731,41451859,"GA","state",c(-83.26845, 33.422078)
"180",180,"10375 Tara Blvd",35.1443324937028,60510.7229219144,397,160109,44924,94956,4372,11935,3922,"13","063","01672399","0500000US13063","13063","Clayton","Clayton County","GA","Georgia","06",366879097,6962586,"GA","state",c(-84.337101, 33.471805)
"181",181,"1038 Atwater Rd",42.72,50488.25,60,19837,15021,3656,84,485,591,"13","293","00346759","0500000US13293","13293","Upson","Upson County","GA","Georgia","06",837774876,10585407,"GA","state",c(-84.359283, 32.966659)
"182",182,"104 Cottonwood Mill Rd",39.4469339622642,56564.0966981132,424,125409,100337,7098,1620,13895,2459,"13","313","00353513","0500000US13313","13313","Whitfield","Whitfield County","GA","Georgia","06",752248663,1579031,"GA","state",c(-85.045611, 34.833349)
